61979,14
61979,7
1037113,4
10358,4
10358,14
72545,2
72545,1
72545,15
10137,8
10137,9
10137,4
10137,2
10137,3
37165,4
37165,7
10340,8
10340,3
10340,14
330457,8
330457,3
330457,2
330457,4
330457,9
263115,1
263115,7
263115,15
694,11
694,17
810,9
810,2
810,3
810,4
810,8
197158,7
197158,11
197158,9
197158,4
438148,3
438148,4
438148,8
438148,2
635302,3
635302,1
635302,9
635302,17
76492,3
76492,4
76492,8
76492,9
427169,7
427169,14
105864,2
105864,3
105864,8
247136,7
247136,14
441168,7
441168,16
755679,1
755679,5
755679,17
335988,1
335988,2
335988,15
1039868,17
1039868,13
1039868,7
1139829,3
1139829,8
1139829,4
1139829,9
976830,2
976830,11
976830,7
1167027,6
1167027,3
351523,14
351523,7
10830,4
10830,8
10830,9
1014661,11
1014661,17
1093995,1
1093995,17
1091,11
1091,13
1091,15
11797,4
11797,11
249397,7
249397,13
166426,2
166426,1
166426,9
209112,1
209112,2
209112,9
4234,11
4234,13
11544,3
11544,8
11544,4
1138371,10
1165466,11
1165466,17
1165466,1
14160,3
14160,4
14160,8
14160,2
840326,1
840326,18
840326,2
82023,7
82023,14
1008953,4
19913,4
19913,7
19913,14
116776,1
116776,3
1017633,14
1017633,4
10330,4
10330,8
10330,9
384018,1
384018,2
384018,4
779816,7
779816,18
779816,10
339846,4
339846,1
339846,5
112160,4
112160,7
112160,14
218,1
218,17
218,15
516729,4
516729,8
516729,2
581528,5
581528,1
581528,17
10567,3
10567,8
10567,2
246655,1
246655,2
246655,15
246655,9
286217,7
286217,2
286217,15
11683,11
11683,15
1020969,8
1020969,2
1020969,9
556803,14
556803,4
695721,7
695721,15
695721,1
1100856,11
1100856,17
932086,19
932086,7
1020896,11
1020896,7
1020896,13
27098,7
27098,14
27098,18
141052,1
141052,2
141052,15
1134754,7
1134754,14
524047,1
524047,17
524047,7
10225,11
10225,17
935271,15
935271,1
11324,7
11324,17
11324,13
205596,10
205596,7
205596,17
205596,18
437342,11
1166073,1
1166073,4
613504,14
613504,7
652,2
652,10
652,18
956842,14
956842,4
1369,1
1369,2
1369,17
1369,18
1151534,17
1151534,7
807,5
807,13
807,17
1024530,11
118249,3
118249,12
118249,11
118249,4
283366,9
283366,2
1083862,3
1083862,1
1083862,11
284052,1
284052,2
284052,9
1579,1
1579,7
1579,10
281338,7
281338,15
281338,18
624091,1
624091,2
624091,15
624091,9
624091,7
9502,1
9502,2
9502,3
9502,8
9502,4
10527,8
10527,2
10527,3
10527,4
290098,17
290098,7
290098,14
679,1
679,17
679,15
744275,14
744275,7
348893,1
348893,7
760104,11
760104,13
760104,17
955916,1
955916,4
955916,5
38700,17
38700,1
38700,5
508947,3
508947,8
508947,4
508947,9
176241,1
176241,7
176241,17
1016346,1
1016346,7
1016346,17
87101,15
87101,1
87101,17
87101,2
1138194,11
1138194,17
254128,1
254128,7
254128,17
240832,1
240832,15
10764,2
10764,1
10764,17
10764,5
666035,1
10895,3
10895,8
10895,9
345887,1
345887,17
345887,5
10331,11
10331,17
337404,4
337404,5
337404,8
337404,2
678512,1
678512,7
126889,15
126889,11
126889,17
1309923,1
1309923,17
1309923,4
1309923,7
948,11
948,17
4935,9
4935,3
4935,2
4233,11
4233,13
930600,11
930600,17
1145291,11
1145291,17
546554,4
546554,5
546554,13
1022690,4
324552,1
324552,17
324552,5
1014590,14
1014590,4
10261,9
10261,4
901362,3
901362,8
901362,12
901362,9
901362,4
739547,3
739547,9
739547,8
1172604,11
1172604,17
1172604,7
897087,1
897087,4
114,14
114,4
615173,1
615173,13
615173,17
615173,15
884605,4
884605,14
711978,14
98566,15
98566,1
98566,2
98566,4
948549,14
948549,5
948549,17
116149,4
116149,2
116149,8
338953,9
338953,2
1087388,11
497,9
497,7
497,5
748167,15
748167,2
748167,1
1038392,11
466420,5
466420,10
466420,7
489,7
1036561,1
1036561,9
1036561,17
10882,9
10882,3
10882,14
10882,8
168259,1
168259,17
168259,5
22705,4
22705,7
22705,14
810693,3
810693,1
810693,9
769,7
769,5
753342,10
753342,18
753342,14
753342,7
752,1
752,17
752,15
439079,11
508943,3
508943,4
508943,9
508943,2
508943,8
458156,1
458156,17
458156,5
713704,11
713704,17
1263421,3
1263421,1
10483,1
10483,17
10483,15
38,15
38,7
38,14
107257,7
107257,14
592831,15
592831,7
953,8
953,3
953,2
953,4
210577,13
210577,17
210577,7
137578,11
11224,8
11224,9
11224,3
11224,14
11704,8
11704,3
11704,9
11704,2
868759,1
868759,4
868759,14
820232,3
820232,1
820232,9
820232,17
11970,3
11970,8
11970,9
11970,2
11970,4
11970,14
640,7
640,5
1042216,7
467244,7
467244,10
272,1
272,5
272,7
109414,1
109414,4
116322,8
116322,3
116322,9
116322,11
1122618,7
1124,7
1124,13
1124,15
280,1
280,17
280,15
281957,19
281957,7
281957,2
10249,1
10249,2
10249,15
10249,8
529203,3
529203,8
529203,2
529203,9
529203,4
937287,14
937287,7
313369,4
313369,7
313369,14
313369,12
447332,11
447332,7
447332,15
1045931,4
1045931,7
158852,2
158852,8
158852,13
158852,15
820525,14
820525,7
697843,1
697843,17
1119106,7
1119106,4
956964,10
956964,7
1291594,11
1291594,17
605722,15
605722,4
605722,7
181808,2
181808,1
181808,15
270303,11
270303,13
150689,14
150689,9
150689,8
150689,7
293863,14
293863,9
293863,7
8355,3
8355,4
8355,8
8355,2
10212,2
10212,11
10212,19
10212,4
920,3
920,2
920,4
920,8
10398,7
10398,17
10398,13
335797,3
335797,4
335797,8
335797,12
1139713,4
1139713,11
1139713,17
2048,1
2048,15
196867,4
196867,7
196867,8
974635,4
974635,14
974635,5
283995,15
283995,2
283995,1
1115396,1
1115396,17
1115396,16
181812,2
181812,1
181812,15
1337395,7
560016,1
560016,17
1094009,4
45243,4
1002398,7
1002398,14
1171541,1
1171541,17
10226,11
10226,17
10226,13
420809,8
420809,9
420809,2
420809,1
1115729,4
1115729,7
1254234,11
1254234,17
1254234,7
1254234,5
290859,15
290859,1
290859,2
1164355,11
1164355,17
521029,11
317442,1
317442,14
317442,3
699172,14
381284,7
381284,10
390845,14
93456,3
93456,4
93456,8
11836,8
11836,3
11836,4
11836,9
11836,2
262500,1
262500,15
262500,17
508442,3
508442,8
508442,4
508442,9
9820,4
9820,8
9820,14
1179558,11
1179558,17
377,11
232672,4
232672,14
520763,15
520763,17
520763,11
162,9
162,7
162,14
564,2
564,1
564,9
372921,4
372921,14
116711,3
116711,2
116711,8
116711,9
1025802,7
173083,1
173083,4
974453,7
974453,5
974453,17
10393,4
436270,1
436270,2
436270,15
350,7
350,4
1094556,8
1094556,15
1094556,1
1094556,4
527774,3
527774,8
527774,9
527774,1
527774,2
454626,1
454626,15
454626,4
454626,8
131631,15
131631,2
131631,17
135397,1
135397,2
135397,15
135397,17
481084,8
481084,3
481084,4
481084,9
35,3
35,4
35,8
1025491,7
848326,15
848326,7
848326,1
848326,18
493922,11
493922,13
493922,17
419430,13
419430,17
419430,11
1154864,11
1154864,1
1154864,7
670292,1
670292,2
670292,15
561,9
561,1
561,11
287903,11
287903,4
287903,9
585511,3
585511,2
585511,4
585511,9
1175038,11
1175038,17
297761,1
297761,2
297761,9
493529,2
493529,9
493529,4
640146,1
640146,2
640146,15
102780,7
102780,9
102780,17
938008,1
938008,5
938008,17
1360170,4
1064375,1
1064375,17
459003,3
459003,2
459003,8
459003,9
642885,9
642885,4
642885,8
1115623,1
260513,1
260513,2
260513,3
260513,8
673593,4
1042834,17
1042834,7
604,2
604,1
604,17
604,15
1016121,14
1016121,7
1016121,4
11778,7
11778,18
9353,4
9353,8
9353,7
1142518,1
1142518,14
1142518,7
854,14
854,4
854,5
854,9
744276,14
744276,7
76338,1
76338,2
76338,9
1024773,11
1024773,13
13683,3
13683,8
34433,3
34433,15
34433,1
857,7
857,10
857,18
704673,1
335977,2
335977,1
1061990,1
4348,7
4348,14
16871,11
16871,17
39108,3
39108,1
39108,15
10693,3
10693,8
10693,2
10693,9
399579,1
399579,15
399579,2
10214,9
10214,4
10214,8
10214,2
11713,7
11713,1
11713,17
1108566,5
1108566,7
1108566,14
1172648,4
1172648,17
1172648,14
758323,11
758323,17
507411,3
507411,9
507411,7
988078,14
988078,7
988078,4
951491,11
951491,17
7182,11
7182,17
744,1
744,7
429,19
978035,7
974950,7
974950,17
181533,2
181533,4
181533,9
181533,8
1050035,13
1050035,17
1050035,7
207703,5
207703,4
207703,1
207703,2
10413,1
10413,7
10413,17
10413,14
297,9
297,7
297,14
10322,4
10322,7
10222,1
10222,17
10222,7
11637,8
11637,2
11637,4
11637,14
10530,2
10530,3
10530,8
10530,14
11808,17
11808,5
11808,1
9373,11
1402,7
38055,3
38055,1
38055,4
38055,8
38055,15
1180702,4
1180702,5
1180702,1
839033,3
839033,9
839033,1
399905,7
399905,14
1269108,11
1269108,17
57214,4
424139,11
424139,17
920342,15
18240,4
18240,14
18240,7
10377,4
409582,1
409582,2
409582,11
598,7
598,5
630,2
630,9
630,8
1026819,11
1026819,17
10501,8
10501,2
10501,3
10501,4
10501,9
316727,1
316727,11
316727,17
8392,9
8392,3
8392,8
86331,7
86331,14
524434,15
524434,1
524434,2
16869,7
16869,17
16869,18
1171006,16
1171006,7
1171006,5
870404,15
870404,17
198184,5
198184,1
198184,15
389,7
615,7
1039773,9
1039773,4
13313,3
13313,8
13313,9
10585,11
13186,11
13186,17
2109,1
2109,4
2109,5
575299,7
9737,1
9737,4
9737,5
9737,17
449443,1
449443,5
449443,17
1221404,3
1221404,2
1221404,4
1221404,8
158015,15
158015,11
158015,17
1155058,3
1155058,7
1155058,15
1041513,12
1041513,6
10285,11
10285,17
218746,4
218746,14
1201734,11
1201734,15
1201734,17
10223,5
10223,7
10223,17
1032948,11
1032948,17
360773,1
8920,3
8920,4
8920,8
10009,2
10009,3
10009,8
489430,11
333167,14
333167,7
333167,10
1192209,3
1192209,12
1192209,4
1192209,9
1192209,8
1212073,1
1136318,18
10227,4
127585,1
127585,2
127585,15
68726,1
68726,15
68726,2
345938,7
345938,9
78,15
78,7
78,17
184315,1
184315,2
10719,4
10719,8
10719,9
1086591,3
1086591,7
1086591,9
10528,1
10528,2
10528,5
10528,13
1030987,1
1030987,17
812,3
812,8
812,2
812,9
812,14
10436,7
10436,14
1239146,8
1239146,4
1239146,3
136799,8
136799,3
136799,9
136799,2
136799,4
136799,12
545609,1
545609,17
76617,11
76617,17
257344,1
257344,4
257344,15
297762,1
297762,2
297762,9
37799,7
122906,7
122906,14
122906,9
565770,1
565770,15
565770,2
263472,11
263472,17
49444,3
49444,8
49444,4
720321,1
720321,15
720321,13
720321,17
417859,3
417859,8
417859,9
417859,2
417859,4
10220,7
10220,5
532794,4
532794,7
532794,14
1114738,1
1114738,17
5174,1
5174,4
5174,5
109451,3
109451,8
109451,4
1359,17
1359,7
1359,5
57158,9
57158,2
57158,1
575265,1
575265,2
575265,17
836225,11
836225,5
836225,7
836225,9
10867,7
466282,4
466282,14
